internal_project_id,evidence_date,outcome_type,failure_category,evidence_summary,source_scope
PAI-04862,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04873,2026-03-01,ABANDONED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04875,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04896,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04897,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04900,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04916,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04925,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04926,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04935,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04938,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04940,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04941,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04943,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04944,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04953,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04958,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04964,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04965,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04974,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04976,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04988,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04989,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04991,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04993,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04996,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04998,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04999,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
