issue_id,internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
ISS-00062-22-01,PAI-00062,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00062-23-01,PAI-00062,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00062-24-01,PAI-00062,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00063-07-01,PAI-00063,2024-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00063-10-01,PAI-00063,2024-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00063-10-02,PAI-00063,2024-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00063-11-01,PAI-00063,2024-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00063-12-01,PAI-00063,2024-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00063-16-01,PAI-00063,2025-04-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00063-20-01,PAI-00063,2025-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00064-03-01,PAI-00064,2024-03-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00064-04-01,PAI-00064,2024-04-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00064-07-01,PAI-00064,2024-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00064-13-01,PAI-00064,2025-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00064-20-01,PAI-00064,2025-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00064-24-01,PAI-00064,2025-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00065-01-01,PAI-00065,2024-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00065-02-01,PAI-00065,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00065-05-01,PAI-00065,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00065-06-01,PAI-00065,2024-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00065-06-02,PAI-00065,2024-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00065-09-01,PAI-00065,2024-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00065-10-01,PAI-00065,2024-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00065-12-01,PAI-00065,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00065-15-01,PAI-00065,2025-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00065-15-02,PAI-00065,2025-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00065-17-01,PAI-00065,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00065-17-02,PAI-00065,2025-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00065-17-03,PAI-00065,2025-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00065-18-01,PAI-00065,2025-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00065-19-01,PAI-00065,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00065-20-01,PAI-00065,2025-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00065-21-01,PAI-00065,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00065-22-01,PAI-00065,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00066-03-01,PAI-00066,2024-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00066-04-01,PAI-00066,2024-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00066-05-01,PAI-00066,2024-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00066-10-01,PAI-00066,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00066-11-01,PAI-00066,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00066-12-01,PAI-00066,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00066-13-01,PAI-00066,2025-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00066-19-01,PAI-00066,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00066-19-02,PAI-00066,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00066-22-01,PAI-00066,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00066-24-01,PAI-00066,2025-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00066-24-02,PAI-00066,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00067-03-01,PAI-00067,2024-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00067-03-02,PAI-00067,2024-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00067-04-01,PAI-00067,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00067-04-02,PAI-00067,2024-04-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00067-05-01,PAI-00067,2024-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00067-05-02,PAI-00067,2024-05-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00067-07-01,PAI-00067,2024-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00067-08-01,PAI-00067,2024-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00067-09-01,PAI-00067,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00067-09-02,PAI-00067,2024-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00067-11-01,PAI-00067,2024-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00067-12-01,PAI-00067,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00067-13-01,PAI-00067,2025-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00067-14-01,PAI-00067,2025-02-28,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00067-14-02,PAI-00067,2025-02-28,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00067-15-01,PAI-00067,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00067-16-01,PAI-00067,2025-04-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00067-17-01,PAI-00067,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00067-17-02,PAI-00067,2025-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00067-18-01,PAI-00067,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00067-20-01,PAI-00067,2025-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00067-21-01,PAI-00067,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00067-22-01,PAI-00067,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00067-22-02,PAI-00067,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00067-22-03,PAI-00067,2025-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00067-24-01,PAI-00067,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00068-07-01,PAI-00068,2024-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00068-10-01,PAI-00068,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00068-11-01,PAI-00068,2024-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00068-11-02,PAI-00068,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00068-12-01,PAI-00068,2024-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00068-13-01,PAI-00068,2025-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00068-16-01,PAI-00068,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00068-18-01,PAI-00068,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00068-18-02,PAI-00068,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00068-19-01,PAI-00068,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00068-23-01,PAI-00068,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00069-02-01,PAI-00069,2024-02-29,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00069-09-01,PAI-00069,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00069-10-01,PAI-00069,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00069-11-01,PAI-00069,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00069-14-01,PAI-00069,2025-02-28,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00069-14-02,PAI-00069,2025-02-28,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00069-16-01,PAI-00069,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00069-20-01,PAI-00069,2025-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00069-21-01,PAI-00069,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00069-23-01,PAI-00069,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00069-23-02,PAI-00069,2025-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-01-01,PAI-00070,2024-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00070-03-01,PAI-00070,2024-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00070-04-01,PAI-00070,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00070-04-02,PAI-00070,2024-04-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-05-01,PAI-00070,2024-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00070-06-01,PAI-00070,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-07-01,PAI-00070,2024-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00070-07-02,PAI-00070,2024-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00070-07-03,PAI-00070,2024-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-08-01,PAI-00070,2024-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00070-08-02,PAI-00070,2024-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00070-08-03,PAI-00070,2024-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00070-09-01,PAI-00070,2024-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00070-09-02,PAI-00070,2024-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00070-10-01,PAI-00070,2024-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-12-01,PAI-00070,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00070-15-01,PAI-00070,2025-03-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-15-02,PAI-00070,2025-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-18-01,PAI-00070,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-18-02,PAI-00070,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00070-18-03,PAI-00070,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00070-20-01,PAI-00070,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00070-21-01,PAI-00070,2025-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00070-21-02,PAI-00070,2025-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00070-22-01,PAI-00070,2025-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00070-22-02,PAI-00070,2025-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00070-22-03,PAI-00070,2025-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-23-01,PAI-00070,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-23-02,PAI-00070,2025-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00070-23-03,PAI-00070,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,HIGH
ISS-00070-24-01,PAI-00070,2025-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-24-02,PAI-00070,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00070-24-03,PAI-00070,2025-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00070-24-04,PAI-00070,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00071-07-01,PAI-00071,2024-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,LOW
ISS-00071-12-01,PAI-00071,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00072-03-01,PAI-00072,2024-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00072-11-01,PAI-00072,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00072-12-01,PAI-00072,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00072-18-01,PAI-00072,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00072-21-01,PAI-00072,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00072-22-01,PAI-00072,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00072-23-01,PAI-00072,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,HIGH
ISS-00072-23-02,PAI-00072,2025-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00072-23-03,PAI-00072,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00072-24-01,PAI-00072,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00072-24-02,PAI-00072,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00073-01-01,PAI-00073,2024-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00073-01-02,PAI-00073,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00073-05-01,PAI-00073,2024-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00073-08-01,PAI-00073,2024-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00073-08-02,PAI-00073,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00073-09-01,PAI-00073,2024-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00073-09-02,PAI-00073,2024-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00073-11-01,PAI-00073,2024-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00073-13-01,PAI-00073,2025-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00073-13-02,PAI-00073,2025-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00073-13-03,PAI-00073,2025-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00073-14-01,PAI-00073,2025-02-28,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,LOW
ISS-00073-15-01,PAI-00073,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00073-15-02,PAI-00073,2025-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00073-17-01,PAI-00073,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00073-17-02,PAI-00073,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00073-17-03,PAI-00073,2025-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
