snapshot_id,internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
SNP-00124-06,PAI-00124,2024-06-30,23.07,20.08,58.82,0.0,47.51,2,2,3
SNP-00124-07,PAI-00124,2024-07-31,25.98,24.65,66.23,11.89,59.41,2,2,3
SNP-00124-08,PAI-00124,2024-08-31,31.51,27.27,80.34,0.84,60.25,2,1,4
SNP-00124-09,PAI-00124,2024-09-30,35.93,27.98,91.61,6.39,66.64,2,1,7
SNP-00124-10,PAI-00124,2024-10-31,40.64,32.45,103.62,19.11,85.75,2,2,7
SNP-00124-11,PAI-00124,2024-11-30,46.12,36.15,117.59,0.0,85.75,2,2,7
SNP-00124-12,PAI-00124,2024-12-31,49.94,37.28,127.33,0.0,85.75,2,1,10
SNP-00124-13,PAI-00124,2025-01-31,54.53,40.43,139.04,12.19,97.94,2,1,10
SNP-00124-14,PAI-00124,2025-02-28,56.05,43.94,142.91,0.0,97.94,2,1,11
SNP-00124-15,PAI-00124,2025-03-31,62.86,45.38,160.28,7.64,105.58,3,2,13
SNP-00124-16,PAI-00124,2025-04-30,66.82,51.94,170.36,6.33,111.91,3,2,11
SNP-00124-17,PAI-00124,2025-05-31,70.26,53.93,179.14,0.39,112.3,2,2,13
SNP-00124-18,PAI-00124,2025-06-30,76.36,57.78,194.69,40.41,152.71,2,1,13
SNP-00124-19,PAI-00124,2025-07-31,80.94,58.74,206.38,0.0,152.71,1,1,16
SNP-00124-20,PAI-00124,2025-08-31,85.74,60.5,218.6,0.0,152.71,2,1,18
SNP-00124-21,PAI-00124,2025-09-30,88.93,62.53,226.76,0.0,152.71,2,1,19
SNP-00124-22,PAI-00124,2025-10-31,95.21,69.58,242.76,27.01,179.72,2,1,17
SNP-00124-23,PAI-00124,2025-11-30,99.34,69.58,253.29,0.0,179.72,1,1,21
SNP-00124-24,PAI-00124,2025-12-31,100.0,77.48,254.97,29.54,209.27,1,1,18
SNP-00125-01,PAI-00125,2024-01-31,0.35,0.0,0.56,0.0,0.0,2,0,3
SNP-00125-02,PAI-00125,2024-02-29,2.79,1.33,4.44,0.1,0.1,2,1,5
SNP-00125-03,PAI-00125,2024-03-31,7.18,7.19,11.43,12.45,12.56,3,3,4
SNP-00125-04,PAI-00125,2024-04-30,14.1,9.38,22.44,0.89,13.45,2,1,5
SNP-00125-05,PAI-00125,2024-05-31,17.68,10.15,28.14,3.66,17.11,1,0,8
SNP-00125-06,PAI-00125,2024-06-30,21.19,14.98,33.72,12.44,29.56,3,2,8
SNP-00125-07,PAI-00125,2024-07-31,28.32,14.98,45.07,0.0,29.56,2,1,11
SNP-00125-08,PAI-00125,2024-08-31,31.69,16.95,50.45,0.0,29.56,1,1,13
SNP-00125-09,PAI-00125,2024-09-30,36.26,23.1,57.71,0.65,30.2,2,1,11
SNP-00125-10,PAI-00125,2024-10-31,41.61,23.1,66.22,8.65,38.85,4,2,14
SNP-00125-11,PAI-00125,2024-11-30,44.46,26.36,70.77,0.0,38.85,2,1,15
SNP-00125-12,PAI-00125,2024-12-31,48.78,26.36,77.65,3.11,41.96,2,1,18
SNP-00125-13,PAI-00125,2025-01-31,53.36,27.3,84.93,0.0,41.96,2,1,21
SNP-00125-14,PAI-00125,2025-02-28,59.36,30.15,94.48,0.16,42.12,1,0,22
SNP-00125-15,PAI-00125,2025-03-31,66.07,33.16,105.17,14.12,56.25,2,1,23
SNP-00125-16,PAI-00125,2025-04-30,70.36,38.45,111.99,0.29,56.54,1,0,22
SNP-00125-17,PAI-00125,2025-05-31,72.67,38.96,115.67,4.42,60.96,2,1,25
SNP-00125-18,PAI-00125,2025-06-30,75.72,40.58,120.52,6.18,67.13,1,0,27
SNP-00125-19,PAI-00125,2025-07-31,82.57,44.86,131.43,10.93,78.07,2,1,27
SNP-00125-20,PAI-00125,2025-08-31,86.35,44.86,137.44,0.0,78.07,2,1,30
SNP-00125-21,PAI-00125,2025-09-30,90.92,46.98,144.72,0.0,78.07,2,1,32
SNP-00125-22,PAI-00125,2025-10-31,93.72,50.27,149.17,2.55,80.62,2,1,33
SNP-00125-23,PAI-00125,2025-11-30,100.0,50.27,159.17,0.0,80.62,2,1,36
SNP-00125-24,PAI-00125,2025-12-31,100.0,51.2,159.17,2.73,83.35,2,1,39
SNP-00126-01,PAI-00126,2024-01-31,0.56,5.78,1.68,13.6,13.6,2,2,0
SNP-00126-02,PAI-00126,2024-02-29,4.8,7.18,14.42,7.91,21.51,2,2,0
SNP-00126-03,PAI-00126,2024-03-31,9.56,11.62,28.75,15.37,36.88,1,1,0
SNP-00126-04,PAI-00126,2024-04-30,13.76,20.8,41.39,27.35,64.23,4,4,0
SNP-00126-05,PAI-00126,2024-05-31,16.34,21.92,49.15,3.41,67.65,1,1,0
SNP-00126-06,PAI-00126,2024-06-30,21.75,24.71,65.4,8.55,76.2,3,3,0
SNP-00126-07,PAI-00126,2024-07-31,25.68,33.08,77.22,11.92,88.12,2,2,0
SNP-00126-08,PAI-00126,2024-08-31,31.88,36.32,95.87,25.77,113.9,2,2,0
SNP-00126-09,PAI-00126,2024-09-30,36.49,39.55,109.74,9.96,123.86,1,1,0
SNP-00126-10,PAI-00126,2024-10-31,38.3,47.6,115.17,23.41,147.27,2,2,0
SNP-00126-11,PAI-00126,2024-11-30,46.61,50.22,140.15,0.0,147.27,2,2,0
SNP-00126-12,PAI-00126,2024-12-31,50.36,50.22,151.42,12.99,160.26,2,2,0
SNP-00126-13,PAI-00126,2025-01-31,53.23,57.58,160.07,0.09,160.35,1,1,0
SNP-00126-14,PAI-00126,2025-02-28,57.47,59.22,172.8,1.79,162.14,2,2,0
SNP-00126-15,PAI-00126,2025-03-31,63.38,66.73,190.56,42.4,204.54,2,2,0
SNP-00126-16,PAI-00126,2025-04-30,67.26,74.6,202.24,9.48,214.02,3,3,0
SNP-00126-17,PAI-00126,2025-05-31,72.17,75.93,217.0,0.0,214.02,2,2,0
SNP-00126-18,PAI-00126,2025-06-30,77.7,83.08,233.65,28.4,242.42,2,2,0
SNP-00126-19,PAI-00126,2025-07-31,80.39,83.08,241.73,0.0,242.42,1,1,0
SNP-00126-20,PAI-00126,2025-08-31,83.79,88.28,251.96,12.16,254.58,1,1,0
SNP-00126-21,PAI-00126,2025-09-30,89.59,96.03,269.4,57.88,312.46,3,3,0
SNP-00126-22,PAI-00126,2025-10-31,95.07,100.0,285.85,0.0,312.46,3,2,0
SNP-00126-23,PAI-00126,2025-11-30,97.52,100.0,293.22,0.0,312.46,2,2,0
SNP-00126-24,PAI-00126,2025-12-31,100.0,100.0,300.69,0.0,312.46,1,1,0
SNP-00127-01,PAI-00127,2024-01-31,0.0,1.85,0.0,2.46,2.46,2,2,1
SNP-00127-02,PAI-00127,2024-02-29,2.95,10.32,4.6,11.46,13.92,1,1,0
SNP-00127-03,PAI-00127,2024-03-31,9.21,10.82,14.37,2.5,16.41,3,3,1
SNP-00127-04,PAI-00127,2024-04-30,14.1,14.84,22.01,6.33,22.74,1,1,1
SNP-00127-05,PAI-00127,2024-05-31,19.23,18.61,30.03,9.81,32.55,2,2,1
SNP-00127-06,PAI-00127,2024-06-30,22.15,25.08,34.58,8.59,41.14,2,2,0
SNP-00127-07,PAI-00127,2024-07-31,26.76,25.08,41.78,0.0,41.14,2,2,3
SNP-00127-08,PAI-00127,2024-08-31,32.41,30.26,50.6,7.35,48.5,2,1,2
SNP-00127-09,PAI-00127,2024-09-30,37.92,35.17,59.19,7.16,55.65,1,1,1
SNP-00127-10,PAI-00127,2024-10-31,39.76,39.44,62.07,8.67,64.32,3,2,1
SNP-00127-11,PAI-00127,2024-11-30,45.39,42.96,70.86,0.0,64.32,2,2,2
SNP-00127-12,PAI-00127,2024-12-31,49.24,46.02,76.87,0.0,64.32,3,3,3
SNP-00127-13,PAI-00127,2025-01-31,52.2,50.43,81.49,14.19,78.51,2,2,2
SNP-00127-14,PAI-00127,2025-02-28,59.31,52.27,92.59,0.0,78.51,2,2,4
SNP-00127-15,PAI-00127,2025-03-31,63.44,57.4,99.03,9.53,88.04,1,1,4
SNP-00127-16,PAI-00127,2025-04-30,66.91,60.74,104.45,3.68,91.73,2,2,4
SNP-00127-17,PAI-00127,2025-05-31,71.3,68.87,111.3,0.0,91.73,2,2,1
SNP-00127-18,PAI-00127,2025-06-30,77.95,68.87,121.68,17.04,108.76,2,2,4
SNP-00127-19,PAI-00127,2025-07-31,82.06,71.33,128.1,0.0,108.76,2,1,6
SNP-00127-20,PAI-00127,2025-08-31,87.18,76.71,136.09,0.0,108.76,2,1,5
SNP-00127-21,PAI-00127,2025-09-30,91.19,76.71,142.36,0.0,108.76,1,1,8
SNP-00127-22,PAI-00127,2025-10-31,93.33,81.47,145.7,7.08,115.84,3,2,8
SNP-00127-23,PAI-00127,2025-11-30,99.67,87.55,155.59,10.1,125.94,2,1,6
SNP-00127-24,PAI-00127,2025-12-31,100.0,89.73,156.11,0.0,125.94,2,2,8
SNP-00128-01,PAI-00128,2024-01-31,0.8,4.9,2.31,18.47,18.47,2,2,0
SNP-00128-02,PAI-00128,2024-02-29,3.85,8.09,11.13,9.12,27.59,2,2,0
SNP-00128-03,PAI-00128,2024-03-31,9.29,10.17,26.9,1.82,29.41,3,3,1
SNP-00128-04,PAI-00128,2024-04-30,14.89,12.59,43.1,8.6,38.01,1,1,3
SNP-00128-05,PAI-00128,2024-05-31,18.15,16.84,52.52,4.16,42.18,1,1,3
SNP-00128-06,PAI-00128,2024-06-30,20.73,22.67,60.01,20.02,62.2,2,2,1
SNP-00128-07,PAI-00128,2024-07-31,26.18,26.63,75.77,14.99,77.18,2,2,2
SNP-00128-08,PAI-00128,2024-08-31,29.38,29.37,85.02,0.0,77.18,1,1,3
SNP-00128-09,PAI-00128,2024-09-30,37.43,31.05,108.32,4.33,81.52,2,1,5
SNP-00128-10,PAI-00128,2024-10-31,39.69,34.61,114.88,12.89,94.41,2,2,5
SNP-00128-11,PAI-00128,2024-11-30,48.6,38.42,140.65,11.14,105.54,1,1,5
SNP-00128-12,PAI-00128,2024-12-31,50.52,40.68,146.21,5.24,110.78,2,2,7
SNP-00128-13,PAI-00128,2025-01-31,55.66,44.52,161.11,16.49,127.27,1,1,7
SNP-00128-14,PAI-00128,2025-02-28,58.03,49.85,167.95,0.0,127.27,2,2,6
SNP-00128-15,PAI-00128,2025-03-31,61.76,55.53,178.75,16.24,143.5,2,1,5
SNP-00128-16,PAI-00128,2025-04-30,71.26,55.53,206.24,24.19,167.69,3,2,8
SNP-00128-17,PAI-00128,2025-05-31,72.28,65.0,209.2,23.36,191.05,2,2,4
SNP-00128-18,PAI-00128,2025-06-30,75.45,65.0,218.36,0.0,191.05,2,2,8
SNP-00128-19,PAI-00128,2025-07-31,81.15,66.78,234.85,0.0,191.05,2,2,9
SNP-00128-20,PAI-00128,2025-08-31,84.24,69.76,243.81,0.0,191.05,2,1,10
SNP-00128-21,PAI-00128,2025-09-30,90.08,74.81,260.72,0.0,191.05,3,2,10
SNP-00128-22,PAI-00128,2025-10-31,96.69,74.81,279.83,16.67,207.72,2,2,13
SNP-00128-23,PAI-00128,2025-11-30,98.32,76.91,284.56,37.06,244.78,2,1,15
SNP-00128-24,PAI-00128,2025-12-31,100.0,82.76,289.42,0.0,244.78,2,2,13
SNP-00129-01,PAI-00129,2024-01-31,1.06,3.69,4.25,9.08,9.08,3,3,0
SNP-00129-02,PAI-00129,2024-02-29,7.06,7.65,28.23,18.82,27.9,2,2,0
SNP-00129-03,PAI-00129,2024-03-31,9.64,13.86,38.53,24.3,52.2,3,3,0
SNP-00129-04,PAI-00129,2024-04-30,14.88,17.82,59.46,8.5,60.7,3,3,0
SNP-00129-05,PAI-00129,2024-05-31,18.54,23.31,74.11,33.88,94.58,2,2,0
SNP-00129-06,PAI-00129,2024-06-30,22.89,25.59,91.49,7.55,102.13,3,3,0
SNP-00129-07,PAI-00129,2024-07-31,27.38,30.29,109.41,14.3,116.44,1,1,0
SNP-00129-08,PAI-00129,2024-08-31,31.32,34.82,125.18,5.01,121.45,2,2,0
SNP-00129-09,PAI-00129,2024-09-30,36.23,40.32,144.8,15.73,137.18,3,3,0
SNP-00129-10,PAI-00129,2024-10-31,39.2,44.83,156.66,21.64,158.81,2,2,0
SNP-00129-11,PAI-00129,2024-11-30,42.95,44.83,171.67,0.0,158.81,1,1,0
SNP-00129-12,PAI-00129,2024-12-31,47.34,48.23,189.2,19.94,178.75,2,2,1
SNP-00129-13,PAI-00129,2025-01-31,54.22,55.48,216.7,31.12,209.87,2,2,0
SNP-00129-14,PAI-00129,2025-02-28,58.49,60.51,233.75,0.0,209.87,2,2,0
SNP-00129-15,PAI-00129,2025-03-31,62.81,61.66,251.03,22.55,232.42,2,2,0
SNP-00129-16,PAI-00129,2025-04-30,68.32,69.7,273.04,12.25,244.67,1,1,0
SNP-00129-17,PAI-00129,2025-05-31,72.52,71.45,289.82,0.0,244.67,3,3,0
SNP-00129-18,PAI-00129,2025-06-30,77.23,77.43,308.63,5.44,250.11,1,1,0
SNP-00129-19,PAI-00129,2025-07-31,80.57,77.43,322.01,43.29,293.4,2,2,1
SNP-00129-20,PAI-00129,2025-08-31,85.95,89.07,343.51,54.59,347.99,2,2,0
SNP-00129-21,PAI-00129,2025-09-30,88.33,89.98,353.01,0.0,347.99,1,1,0
SNP-00129-22,PAI-00129,2025-10-31,95.83,95.27,382.98,0.0,347.99,3,3,0
SNP-00129-23,PAI-00129,2025-11-30,99.59,98.6,398.01,0.0,347.99,3,3,0
SNP-00129-24,PAI-00129,2025-12-31,100.0,100.0,399.65,0.0,347.99,2,2,0
SNP-00130-01,PAI-00130,2024-01-31,0.0,8.86,0.0,15.65,15.65,2,2,0
SNP-00130-02,PAI-00130,2024-02-29,4.85,9.68,11.75,5.22,20.88,2,2,0
SNP-00130-03,PAI-00130,2024-03-31,8.83,13.89,21.38,2.76,23.64,3,3,0
SNP-00130-04,PAI-00130,2024-04-30,12.08,15.75,29.24,15.41,39.04,2,2,0
SNP-00130-05,PAI-00130,2024-05-31,17.01,22.16,41.16,15.91,54.96,2,2,0
SNP-00130-06,PAI-00130,2024-06-30,23.21,22.77,56.17,4.57,59.53,2,1,1
SNP-00130-07,PAI-00130,2024-07-31,26.99,29.04,65.32,10.51,70.04,2,2,0
SNP-00130-08,PAI-00130,2024-08-31,29.44,29.99,71.24,0.0,70.04,2,2,2
SNP-00130-09,PAI-00130,2024-09-30,37.12,36.1,89.85,0.0,70.04,2,2,1
SNP-00130-10,PAI-00130,2024-10-31,39.28,37.45,95.07,23.64,93.68,2,2,3
SNP-00130-11,PAI-00130,2024-11-30,46.87,40.62,113.45,0.0,93.68,2,1,4
SNP-00130-12,PAI-00130,2024-12-31,49.0,42.59,118.6,9.25,102.93,2,2,5
SNP-00130-13,PAI-00130,2025-01-31,54.36,49.58,131.57,3.19,106.12,2,2,3
SNP-00130-14,PAI-00130,2025-02-28,57.01,49.58,137.98,0.1,106.22,2,2,7
SNP-00130-15,PAI-00130,2025-03-31,63.27,57.37,153.13,18.26,124.48,2,2,4
SNP-00130-16,PAI-00130,2025-04-30,66.95,64.1,162.04,3.56,128.03,2,2,2
SNP-00130-17,PAI-00130,2025-05-31,71.44,64.2,172.91,0.0,128.03,3,3,5
SNP-00130-18,PAI-00130,2025-06-30,77.21,71.49,186.87,21.13,149.16,2,2,2
SNP-00130-19,PAI-00130,2025-07-31,80.6,71.63,195.07,0.0,149.16,2,1,6
SNP-00130-20,PAI-00130,2025-08-31,85.35,71.63,206.57,19.4,168.56,1,1,9
SNP-00130-21,PAI-00130,2025-09-30,90.57,79.78,219.21,6.14,174.7,1,1,6
SNP-00130-22,PAI-00130,2025-10-31,95.55,82.26,231.26,0.0,174.7,2,2,7
SNP-00130-23,PAI-00130,2025-11-30,98.16,84.97,237.58,7.67,182.37,3,2,8
SNP-00130-24,PAI-00130,2025-12-31,100.0,89.63,242.03,26.27,208.64,1,1,8
SNP-00131-01,PAI-00131,2024-01-31,2.57,4.31,5.66,11.32,11.32,2,2,0
SNP-00131-02,PAI-00131,2024-02-29,2.45,4.61,5.39,0.0,11.32,1,1,2
SNP-00131-03,PAI-00131,2024-03-31,9.12,7.06,20.06,2.88,14.2,1,1,4
SNP-00131-04,PAI-00131,2024-04-30,14.27,9.29,31.39,2.65,16.85,2,1,5
SNP-00131-05,PAI-00131,2024-05-31,19.25,15.23,42.36,12.99,29.84,2,1,4
SNP-00131-06,PAI-00131,2024-06-30,21.57,16.77,47.47,4.62,34.45,2,1,6
SNP-00131-07,PAI-00131,2024-07-31,26.42,16.77,58.13,0.0,34.45,2,1,9
SNP-00131-08,PAI-00131,2024-08-31,32.89,20.5,72.37,2.92,37.37,2,1,10
SNP-00131-09,PAI-00131,2024-09-30,34.22,20.5,75.3,2.73,40.1,3,2,13
SNP-00131-10,PAI-00131,2024-10-31,39.29,21.05,86.45,9.3,49.4,2,1,16
SNP-00131-11,PAI-00131,2024-11-30,43.85,25.98,96.49,9.82,59.22,2,1,15
SNP-00131-12,PAI-00131,2024-12-31,48.07,25.98,105.76,0.0,59.22,3,2,19
SNP-00131-13,PAI-00131,2025-01-31,56.23,30.62,123.73,6.82,66.03,1,1,18
SNP-00131-14,PAI-00131,2025-02-28,59.07,30.62,129.97,0.0,66.03,3,1,22
SNP-00131-15,PAI-00131,2025-03-31,59.04,34.08,129.9,0.0,66.03,2,1,22
SNP-00131-16,PAI-00131,2025-04-30,68.81,34.08,151.4,0.0,66.03,3,1,26
SNP-00131-17,PAI-00131,2025-05-31,71.07,39.01,156.37,21.77,87.8,2,1,25
SNP-00131-18,PAI-00131,2025-06-30,76.77,40.82,168.91,0.0,87.8,1,1,27
SNP-00131-19,PAI-00131,2025-07-31,80.75,46.1,177.68,2.46,90.26,2,1,26
SNP-00131-20,PAI-00131,2025-08-31,84.26,46.1,185.4,9.99,100.25,1,0,29
SNP-00131-21,PAI-00131,2025-09-30,91.61,46.49,201.57,0.0,100.25,1,0,32
SNP-00131-22,PAI-00131,2025-10-31,92.88,51.76,204.36,15.28,115.53,2,1,31
SNP-00131-23,PAI-00131,2025-11-30,97.28,51.76,214.05,0.0,115.53,3,1,35
SNP-00131-24,PAI-00131,2025-12-31,100.0,54.93,220.03,0.0,115.53,1,0,36
SNP-00132-01,PAI-00132,2024-01-31,0.87,5.58,6.15,24.1,24.1,1,1,0
SNP-00132-02,PAI-00132,2024-02-29,5.58,10.45,39.24,30.28,54.39,2,2,0
SNP-00132-03,PAI-00132,2024-03-31,8.95,12.16,62.94,33.68,88.06,2,2,0
SNP-00132-04,PAI-00132,2024-04-30,14.87,12.65,104.59,0.0,88.06,1,1,3
SNP-00132-05,PAI-00132,2024-05-31,17.78,19.35,125.07,45.38,133.45,1,1,1
SNP-00132-06,PAI-00132,2024-06-30,24.13,29.84,169.75,38.61,172.06,2,2,0
SNP-00132-07,PAI-00132,2024-07-31,26.83,31.5,188.73,28.03,200.08,3,3,0
SNP-00132-08,PAI-00132,2024-08-31,33.95,34.77,238.81,21.59,221.68,2,2,0
SNP-00132-09,PAI-00132,2024-09-30,34.59,39.88,243.33,44.13,265.81,3,3,0
SNP-00132-10,PAI-00132,2024-10-31,40.9,43.13,287.74,4.76,270.57,2,2,0
SNP-00132-11,PAI-00132,2024-11-30,44.52,48.45,313.22,73.5,344.07,1,1,0
SNP-00132-12,PAI-00132,2024-12-31,50.45,56.23,354.92,47.45,391.53,3,3,0
SNP-00132-13,PAI-00132,2025-01-31,55.31,59.44,389.13,21.85,413.38,1,1,0
SNP-00132-14,PAI-00132,2025-02-28,58.36,61.16,410.59,0.0,413.38,3,2,0
SNP-00132-15,PAI-00132,2025-03-31,62.44,63.96,439.22,0.0,413.38,1,1,0
SNP-00132-16,PAI-00132,2025-04-30,68.49,72.31,481.8,0.0,413.38,2,2,0
SNP-00132-17,PAI-00132,2025-05-31,71.71,74.49,504.44,105.42,518.8,2,2,0
SNP-00132-18,PAI-00132,2025-06-30,78.26,80.53,550.56,47.2,566.0,1,1,0
SNP-00132-19,PAI-00132,2025-07-31,78.79,85.23,554.26,26.4,592.4,1,1,0
SNP-00132-20,PAI-00132,2025-08-31,85.58,91.46,602.01,0.0,592.4,2,2,0
SNP-00132-21,PAI-00132,2025-09-30,89.26,92.85,627.91,61.16,653.55,3,3,0
SNP-00132-22,PAI-00132,2025-10-31,96.24,98.54,677.05,0.0,653.55,1,1,0
SNP-00132-23,PAI-00132,2025-11-30,98.1,98.54,690.13,0.0,653.55,2,2,0
SNP-00132-24,PAI-00132,2025-12-31,100.0,100.0,703.49,0.0,653.55,2,2,0
SNP-00133-01,PAI-00133,2024-01-31,0.57,3.67,0.95,2.4,2.4,1,1,0
SNP-00133-02,PAI-00133,2024-02-29,3.85,5.71,6.4,5.06,7.45,1,1,2
SNP-00133-03,PAI-00133,2024-03-31,9.27,7.65,15.43,6.17,13.62,2,1,3
SNP-00133-04,PAI-00133,2024-04-30,12.62,11.22,21.0,0.0,13.62,3,3,4
SNP-00133-05,PAI-00133,2024-05-31,17.68,16.57,29.43,12.43,26.05,2,2,3
SNP-00133-06,PAI-00133,2024-06-30,22.41,20.55,37.3,5.41,31.46,2,2,3
SNP-00133-07,PAI-00133,2024-07-31,24.76,23.48,41.22,6.1,37.56,2,2,4
SNP-00133-08,PAI-00133,2024-08-31,31.66,30.02,52.71,1.39,38.95,3,3,2
SNP-00133-09,PAI-00133,2024-09-30,33.69,36.39,56.09,12.36,51.31,2,2,0
SNP-00133-10,PAI-00133,2024-10-31,40.03,36.39,66.65,7.69,58.99,2,2,4
SNP-00133-11,PAI-00133,2024-11-30,44.29,37.51,73.73,0.0,58.99,2,1,6
SNP-00133-12,PAI-00133,2024-12-31,50.21,38.53,83.59,0.0,58.99,2,2,9
SNP-00133-13,PAI-00133,2025-01-31,53.25,45.71,88.66,1.69,60.68,2,1,6
SNP-00133-14,PAI-00133,2025-02-28,59.66,50.32,99.32,13.19,73.87,3,2,6
SNP-00133-15,PAI-00133,2025-03-31,63.4,50.32,105.54,1.59,75.46,2,1,9
SNP-00133-16,PAI-00133,2025-04-30,68.99,52.71,114.85,2.33,77.8,2,1,11
SNP-00133-17,PAI-00133,2025-05-31,72.78,52.71,121.16,0.0,77.8,2,1,14
SNP-00133-18,PAI-00133,2025-06-30,76.9,58.38,128.02,15.71,93.51,2,1,13
SNP-00133-19,PAI-00133,2025-07-31,79.07,61.93,131.63,0.0,93.51,2,1,13
SNP-00133-20,PAI-00133,2025-08-31,85.99,62.22,143.15,3.14,96.65,3,2,16
SNP-00133-21,PAI-00133,2025-09-30,88.38,67.15,147.14,0.0,96.65,2,1,16
SNP-00133-22,PAI-00133,2025-10-31,93.22,70.0,155.2,6.03,102.68,2,2,17
SNP-00133-23,PAI-00133,2025-11-30,100.0,73.23,166.48,0.0,102.68,2,1,18
SNP-00133-24,PAI-00133,2025-12-31,100.0,74.63,166.48,0.0,102.68,3,2,20
SNP-00134-01,PAI-00134,2024-01-31,0.0,2.01,0.0,7.3,7.3,2,2,3
SNP-00134-02,PAI-00134,2024-02-29,5.18,2.72,9.95,0.0,7.3,1,0,8
SNP-00134-03,PAI-00134,2024-03-31,8.44,5.09,16.19,0.0,7.3,3,2,11
SNP-00134-04,PAI-00134,2024-04-30,13.46,5.09,25.84,2.42,9.72,2,1,17
SNP-00134-05,PAI-00134,2024-05-31,17.47,5.16,33.53,0.0,9.72,2,1,23
SNP-00134-06,PAI-00134,2024-06-30,22.98,9.47,44.11,5.23,14.95,1,0,23
SNP-00134-07,PAI-00134,2024-07-31,26.8,9.47,51.44,0.0,14.95,1,0,29
SNP-00134-08,PAI-00134,2024-08-31,32.96,9.47,63.26,6.7,21.64,2,1,35
SNP-00134-09,PAI-00134,2024-09-30,34.34,11.4,65.91,0.0,21.64,1,0,39
SNP-00134-10,PAI-00134,2024-10-31,41.2,11.4,79.08,0.0,21.64,2,0,45
SNP-00134-11,PAI-00134,2024-11-30,46.87,11.51,89.97,0.0,21.64,2,0,51
SNP-00134-12,PAI-00134,2024-12-31,49.27,11.51,94.57,2.36,24.01,2,0,57
SNP-00134-13,PAI-00134,2025-01-31,54.8,13.82,105.2,0.0,24.01,3,1,60
SNP-00134-14,PAI-00134,2025-02-28,58.39,15.6,112.09,3.69,27.69,2,0,64
SNP-00134-15,PAI-00134,2025-03-31,63.06,15.6,121.04,1.13,28.82,2,0,70
SNP-00134-16,PAI-00134,2025-04-30,68.08,16.15,130.67,0.0,28.82,3,1,75
SNP-00134-17,PAI-00134,2025-05-31,70.87,16.15,136.03,0.0,28.82,2,0,82
SNP-00134-18,PAI-00134,2025-06-30,76.65,16.15,147.12,0.0,28.82,2,0,88
SNP-00134-19,PAI-00134,2025-07-31,80.91,16.15,155.31,0.0,28.82,1,0,94
SNP-00134-20,PAI-00134,2025-08-31,86.22,16.15,165.5,0.0,28.82,3,1,100
SNP-00134-21,PAI-00134,2025-09-30,89.69,16.15,172.17,0.0,28.82,3,0,107
SNP-00134-22,PAI-00134,2025-10-31,94.37,17.95,181.14,4.92,33.74,3,1,110
SNP-00134-23,PAI-00134,2025-11-30,97.39,17.95,186.93,0.71,34.45,3,0,116
SNP-00134-24,PAI-00134,2025-12-31,100.0,20.96,191.95,4.39,38.85,2,0,118
SNP-00135-01,PAI-00135,2024-01-31,0.43,3.44,0.95,8.86,8.86,3,3,0
SNP-00135-02,PAI-00135,2024-02-29,4.29,6.53,9.43,6.46,15.32,2,2,1
SNP-00135-03,PAI-00135,2024-03-31,9.92,11.53,21.8,9.35,24.67,2,2,0
SNP-00135-04,PAI-00135,2024-04-30,13.7,11.87,30.09,0.0,24.67,3,3,3
SNP-00135-05,PAI-00135,2024-05-31,19.65,16.12,43.16,11.36,36.03,1,1,3
SNP-00135-06,PAI-00135,2024-06-30,23.92,16.75,52.53,0.0,36.03,3,2,6
SNP-00135-07,PAI-00135,2024-07-31,26.38,25.78,57.93,20.56,56.58,3,3,2
SNP-00135-08,PAI-00135,2024-08-31,32.68,27.47,71.77,3.09,59.67,2,1,4
SNP-00135-09,PAI-00135,2024-09-30,36.26,27.8,79.63,0.0,59.67,1,1,7
SNP-00135-10,PAI-00135,2024-10-31,39.39,32.9,86.51,12.09,71.77,1,1,7
SNP-00135-11,PAI-00135,2024-11-30,44.81,37.55,98.41,7.22,78.99,1,1,6
SNP-00135-12,PAI-00135,2024-12-31,51.12,39.11,112.27,0.0,78.99,1,1,8
SNP-00135-13,PAI-00135,2025-01-31,55.11,43.35,121.03,11.01,90.0,2,2,8
SNP-00135-14,PAI-00135,2025-02-28,58.11,45.94,127.61,3.45,93.45,2,1,9
SNP-00135-15,PAI-00135,2025-03-31,61.44,48.68,134.93,0.0,93.45,2,1,11
SNP-00135-16,PAI-00135,2025-04-30,67.17,49.14,147.52,0.0,93.45,1,1,14
SNP-00135-17,PAI-00135,2025-05-31,74.24,56.22,163.04,31.58,125.03,2,1,11
SNP-00135-18,PAI-00135,2025-06-30,75.68,56.78,166.19,4.86,129.89,2,1,14
SNP-00135-19,PAI-00135,2025-07-31,79.84,57.1,175.34,0.0,129.89,2,1,17
SNP-00135-20,PAI-00135,2025-08-31,85.42,66.59,187.59,3.16,133.05,3,2,13
SNP-00135-21,PAI-00135,2025-09-30,91.45,66.59,200.84,5.01,138.06,2,1,16
SNP-00135-22,PAI-00135,2025-10-31,94.71,69.51,207.98,14.7,152.76,3,2,17
SNP-00135-23,PAI-00135,2025-11-30,99.33,74.19,218.13,8.37,161.13,2,1,17
SNP-00135-24,PAI-00135,2025-12-31,100.0,75.05,219.61,0.0,161.13,2,1,19
