internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-00554,Bridge Project 554 - Rajasthan,Ministry of Railways,IRCON,Railways,Rajasthan,Bridge,2022-11-01,2023-07-17,2027-05-17,2027-05-17,356.71,392.95,PAI26-100553,OCMS-2018-10553,PMG-50553
PAI-00555,Transmission Project 555 - Assam,Ministry of Power,NHPC,Power,Assam,Transmission,2023-02-05,2023-07-24,2027-09-24,2027-11-28,290.67,310.77,PAI26-100554,OCMS-2019-10554,PMG-50554
PAI-00556,Port Expansion Project 556 - Punjab,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Punjab,Port Expansion,2022-01-02,2022-09-14,2025-04-14,2025-05-09,1060.54,1104.81,PAI26-100555,OCMS-2020-10555,PMG-50555
PAI-00557,Air Navigation Project 557 - Gujarat,Ministry of Civil Aviation,AAI,Civil Aviation,Gujarat,Air Navigation,2022-07-09,2023-04-06,2028-02-06,2028-03-30,150.0,168.29,PAI26-100556,OCMS-2021-10556,PMG-50556
PAI-00558,Data Network Project 558 - Karnataka,Ministry of Telecommunications,Department of Telecommunications,Telecom,Karnataka,Data Network,2022-11-13,2023-08-08,2026-03-08,2026-03-29,150.0,152.47,PAI26-100557,OCMS-2022-10557,PMG-50557
PAI-00559,National Highway Project 559 - Andhra Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Andhra Pradesh,National Highway,2022-02-01,2022-11-05,2026-04-05,2026-05-29,658.64,731.93,PAI26-100558,OCMS-2023-10558,PMG-50558
PAI-00560,Rail Corridor Project 560 - Maharashtra,Ministry of Railways,IRCON,Railways,Maharashtra,Rail Corridor,2023-07-10,2023-09-09,2025-09-09,2025-09-09,150.0,164.6,PAI26-100559,OCMS-2024-10559,PMG-50559
PAI-00561,Generation Project 561 - Haryana,Ministry of Power,NHPC,Power,Haryana,Generation,2023-01-27,2023-06-21,2028-04-21,2028-04-30,150.0,160.43,PAI26-100560,OCMS-2018-10560,PMG-50560
PAI-00562,Port Expansion Project 562 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Chhattisgarh,Port Expansion,2023-11-30,2024-08-24,2029-07-24,2030-03-07,150.0,207.75,PAI26-100561,OCMS-2019-10561,PMG-50561
PAI-00563,Airport Expansion Project 563 - Karnataka,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Karnataka,Airport Expansion,2022-05-28,2022-11-07,2027-03-07,2027-03-20,170.06,187.09,PAI26-100562,OCMS-2020-10562,PMG-50562
PAI-00564,Fiber Network Project 564 - Chhattisgarh,Ministry of Telecommunications,RailTel,Telecom,Chhattisgarh,Fiber Network,2023-06-13,2024-01-20,2027-06-20,2027-07-03,517.02,528.41,PAI26-100563,OCMS-2021-10563,PMG-50563
PAI-00565,Expressway Project 565 - Sikkim,Ministry of Road Transport & Highways,NHIDCL,Roads,Sikkim,Expressway,2023-05-24,2023-11-25,2027-02-25,2027-04-23,597.55,691.02,PAI26-100564,OCMS-2022-10564,PMG-50564
PAI-00566,Rail Corridor Project 566 - Karnataka,Ministry of Railways,Indian Railways,Railways,Karnataka,Rail Corridor,2023-04-22,2023-12-19,2026-12-19,2027-06-15,295.82,376.41,PAI26-100565,OCMS-2023-10565,PMG-50565
PAI-00567,Generation Project 567 - Rajasthan,Ministry of Power,Power Grid Corporation,Power,Rajasthan,Generation,2022-07-20,2023-01-10,2026-03-10,2026-04-28,153.14,170.68,PAI26-100566,OCMS-2024-10566,PMG-50566
PAI-00568,Port Expansion Project 568 - Punjab,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Punjab,Port Expansion,2023-10-02,2024-02-07,2026-09-07,2026-10-07,385.44,409.3,PAI26-100567,OCMS-2018-10567,PMG-50567
PAI-00569,Terminal Project 569 - Telangana,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Telangana,Terminal,2023-12-09,2024-09-30,2027-08-30,2027-11-23,155.88,164.92,PAI26-100568,OCMS-2019-10568,PMG-50568
PAI-00570,Fiber Network Project 570 - Jharkhand,Ministry of Telecommunications,RailTel,Telecom,Jharkhand,Fiber Network,2023-11-09,2024-05-01,2027-02-01,2027-03-24,172.18,181.95,PAI26-100569,OCMS-2020-10569,PMG-50569
PAI-00571,National Highway Project 571 - Rajasthan,Ministry of Road Transport & Highways,NHAI,Roads,Rajasthan,National Highway,2023-08-13,2024-05-12,2026-09-12,2027-01-23,204.31,238.22,PAI26-100570,OCMS-2021-10570,PMG-50570
PAI-00572,Station Redevelopment Project 572 - Uttar Pradesh,Ministry of Railways,IRCON,Railways,Uttar Pradesh,Station Redevelopment,2023-07-09,2023-12-11,2028-05-11,2028-05-11,592.42,595.43,PAI26-100571,OCMS-2022-10571,PMG-50571
PAI-00573,Generation Project 573 - Sikkim,Ministry of Power,NHPC,Power,Sikkim,Generation,2023-01-14,2023-11-03,2027-12-03,2028-05-26,150.0,178.36,PAI26-100572,OCMS-2023-10572,PMG-50572
PAI-00574,Terminal Project 574 - Madhya Pradesh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Madhya Pradesh,Terminal,2022-04-06,2022-09-02,2025-04-02,2025-05-24,161.04,163.59,PAI26-100573,OCMS-2024-10573,PMG-50573
PAI-00575,Runway Project 575 - Odisha,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Odisha,Runway,2022-05-18,2023-03-03,2026-01-03,2026-01-03,172.09,182.68,PAI26-100574,OCMS-2018-10574,PMG-50574
PAI-00576,Tower Infrastructure Project 576 - Madhya Pradesh,Ministry of Telecommunications,BSNL,Telecom,Madhya Pradesh,Tower Infrastructure,2023-08-27,2024-04-23,2028-03-23,2028-05-18,150.0,160.19,PAI26-100575,OCMS-2019-10575,PMG-50575
PAI-00577,National Highway Project 577 - Sikkim,Ministry of Road Transport & Highways,NHIDCL,Roads,Sikkim,National Highway,2023-05-31,2023-11-29,2026-01-29,2026-04-04,415.9,454.02,PAI26-100576,OCMS-2020-10576,PMG-50576
PAI-00578,Rail Corridor Project 578 - Odisha,Ministry of Railways,Indian Railways,Railways,Odisha,Rail Corridor,2023-10-12,2024-06-10,2029-01-10,2029-03-03,150.0,161.27,PAI26-100577,OCMS-2021-10577,PMG-50577
PAI-00579,Generation Project 579 - Chhattisgarh,Ministry of Power,NHPC,Power,Chhattisgarh,Generation,2022-08-31,2023-02-02,2025-05-02,2025-06-27,333.33,338.57,PAI26-100578,OCMS-2022-10578,PMG-50578
PAI-00580,Dredging Project 580 - Assam,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Assam,Dredging,2023-06-16,2023-12-08,2026-12-08,2026-12-11,883.54,890.75,PAI26-100579,OCMS-2023-10579,PMG-50579
PAI-00581,Airport Expansion Project 581 - Karnataka,Ministry of Civil Aviation,AAI,Civil Aviation,Karnataka,Airport Expansion,2022-02-13,2022-06-06,2026-11-06,2026-11-06,204.39,212.48,PAI26-100580,OCMS-2024-10580,PMG-50580
PAI-00582,5G Infrastructure Project 582 - Sikkim,Ministry of Telecommunications,Department of Telecommunications,Telecom,Sikkim,5G Infrastructure,2022-07-28,2023-01-05,2027-03-05,2027-06-16,155.12,157.63,PAI26-100581,OCMS-2018-10581,PMG-50581
PAI-00583,Road Widening Project 583 - Gujarat,Ministry of Road Transport & Highways,NHAI,Roads,Gujarat,Road Widening,2022-12-12,2023-02-20,2025-03-20,2025-07-09,1094.07,1271.69,PAI26-100582,OCMS-2019-10582,PMG-50582
PAI-00584,Bridge Project 584 - Punjab,Ministry of Railways,RVNL,Railways,Punjab,Bridge,2023-03-23,2023-12-05,2026-06-05,2026-08-25,208.83,230.65,PAI26-100583,OCMS-2020-10583,PMG-50583
PAI-00585,Substation Project 585 - Uttarakhand,Ministry of Power,NTPC,Power,Uttarakhand,Substation,2023-10-08,2024-01-02,2026-09-02,2026-11-28,367.34,388.79,PAI26-100584,OCMS-2021-10584,PMG-50584
PAI-00586,Inland Waterway Project 586 - Madhya Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Madhya Pradesh,Inland Waterway,2023-04-05,2023-11-11,2027-06-11,2027-07-06,296.57,306.65,PAI26-100585,OCMS-2022-10585,PMG-50585
PAI-00587,Terminal Project 587 - Karnataka,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Karnataka,Terminal,2023-10-29,2024-01-03,2026-08-03,2026-12-21,209.76,253.44,PAI26-100586,OCMS-2023-10586,PMG-50586
PAI-00588,Data Network Project 588 - Punjab,Ministry of Telecommunications,BSNL,Telecom,Punjab,Data Network,2022-08-02,2022-11-10,2026-10-10,2027-02-28,308.81,364.92,PAI26-100587,OCMS-2024-10587,PMG-50587
PAI-00589,Expressway Project 589 - Bihar,Ministry of Road Transport & Highways,NHIDCL,Roads,Bihar,Expressway,2022-02-27,2022-05-15,2025-12-15,2026-01-15,232.54,266.56,PAI26-100588,OCMS-2018-10588,PMG-50588
PAI-00590,Station Redevelopment Project 590 - Andhra Pradesh,Ministry of Railways,IRCON,Railways,Andhra Pradesh,Station Redevelopment,2023-05-02,2023-08-12,2027-05-12,2027-07-09,170.39,179.14,PAI26-100589,OCMS-2019-10589,PMG-50589
PAI-00591,Substation Project 591 - Assam,Ministry of Power,Power Grid Corporation,Power,Assam,Substation,2022-10-05,2022-12-13,2025-03-13,2025-06-10,150.0,158.33,PAI26-100590,OCMS-2020-10590,PMG-50590
PAI-00592,Dredging Project 592 - Uttarakhand,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Uttarakhand,Dredging,2023-06-16,2024-02-12,2028-01-12,2028-02-11,150.0,154.54,PAI26-100591,OCMS-2021-10591,PMG-50591
PAI-00593,Air Navigation Project 593 - Karnataka,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Karnataka,Air Navigation,2023-04-08,2023-06-11,2027-04-11,2027-10-12,150.0,177.9,PAI26-100592,OCMS-2022-10592,PMG-50592
PAI-00594,5G Infrastructure Project 594 - Chhattisgarh,Ministry of Telecommunications,BSNL,Telecom,Chhattisgarh,5G Infrastructure,2022-08-10,2022-11-01,2026-08-01,2026-11-21,213.19,242.88,PAI26-100593,OCMS-2023-10593,PMG-50593
PAI-00595,Bridge Project 595 - Uttar Pradesh,Ministry of Road Transport & Highways,NHAI,Roads,Uttar Pradesh,Bridge,2022-10-30,2023-07-19,2027-03-19,2027-04-26,150.0,155.01,PAI26-100594,OCMS-2024-10594,PMG-50594
PAI-00596,Station Redevelopment Project 596 - West Bengal,Ministry of Railways,Indian Railways,Railways,West Bengal,Station Redevelopment,2022-11-17,2023-05-07,2027-08-07,2027-08-07,250.28,256.91,PAI26-100595,OCMS-2018-10595,PMG-50595
PAI-00597,Generation Project 597 - Assam,Ministry of Power,Power Grid Corporation,Power,Assam,Generation,2023-08-25,2024-01-08,2028-12-08,2029-03-02,150.0,160.82,PAI26-100596,OCMS-2019-10596,PMG-50596
PAI-00598,Inland Waterway Project 598 - Punjab,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Punjab,Inland Waterway,2023-03-17,2023-06-06,2027-12-06,2028-04-05,271.78,333.73,PAI26-100597,OCMS-2020-10597,PMG-50597
PAI-00599,Airport Expansion Project 599 - Chhattisgarh,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Chhattisgarh,Airport Expansion,2022-07-09,2022-09-22,2027-01-22,2027-03-22,150.0,194.7,PAI26-100598,OCMS-2021-10598,PMG-50598
PAI-00600,Data Network Project 600 - Assam,Ministry of Telecommunications,BSNL,Telecom,Assam,Data Network,2023-07-04,2024-03-19,2028-10-19,2028-10-19,150.33,154.11,PAI26-100599,OCMS-2022-10599,PMG-50599
PAI-00601,Expressway Project 601 - Tamil Nadu,Ministry of Road Transport & Highways,NHIDCL,Roads,Tamil Nadu,Expressway,2022-08-06,2023-01-18,2025-01-18,2025-07-14,150.0,189.46,PAI26-100600,OCMS-2023-10600,PMG-50600
PAI-00602,Bridge Project 602 - Telangana,Ministry of Railways,Indian Railways,Railways,Telangana,Bridge,2023-11-06,2024-05-07,2027-10-07,2027-10-15,150.0,154.43,PAI26-100601,OCMS-2024-10601,PMG-50601
PAI-00603,Substation Project 603 - Jharkhand,Ministry of Power,NTPC,Power,Jharkhand,Substation,2023-03-18,2023-08-17,2026-04-17,2026-04-26,893.34,975.65,PAI26-100602,OCMS-2018-10602,PMG-50602
PAI-00604,Inland Waterway Project 604 - Madhya Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Madhya Pradesh,Inland Waterway,2022-10-08,2023-05-21,2025-06-21,2025-06-28,150.0,156.81,PAI26-100603,OCMS-2019-10603,PMG-50603
PAI-00605,Terminal Project 605 - Andhra Pradesh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Andhra Pradesh,Terminal,2022-05-14,2022-10-21,2025-09-21,2026-02-21,305.68,353.38,PAI26-100604,OCMS-2020-10604,PMG-50604
PAI-00606,5G Infrastructure Project 606 - Maharashtra,Ministry of Telecommunications,RailTel,Telecom,Maharashtra,5G Infrastructure,2023-09-14,2024-06-14,2029-01-14,2029-01-14,204.25,208.01,PAI26-100605,OCMS-2021-10605,PMG-50605
PAI-00607,National Highway Project 607 - Uttarakhand,Ministry of Road Transport & Highways,MoRTH,Roads,Uttarakhand,National Highway,2022-07-15,2023-03-19,2025-11-19,2025-11-19,150.0,157.13,PAI26-100606,OCMS-2022-10606,PMG-50606
PAI-00608,Electrification Project 608 - Andhra Pradesh,Ministry of Railways,Indian Railways,Railways,Andhra Pradesh,Electrification,2023-12-12,2024-06-06,2027-12-06,2028-02-26,150.0,168.78,PAI26-100607,OCMS-2023-10607,PMG-50607
PAI-00609,Transmission Project 609 - Bihar,Ministry of Power,NTPC,Power,Bihar,Transmission,2022-04-19,2022-11-10,2026-09-10,2027-03-02,150.0,183.18,PAI26-100608,OCMS-2024-10608,PMG-50608
PAI-00610,Terminal Project 610 - Assam,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Assam,Terminal,2022-12-14,2023-07-26,2026-11-26,2026-11-26,150.0,150.0,PAI26-100609,OCMS-2018-10609,PMG-50609
PAI-00611,Terminal Project 611 - Bihar,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Bihar,Terminal,2022-03-23,2023-01-09,2025-02-09,2025-07-01,793.74,938.89,PAI26-100610,OCMS-2019-10610,PMG-50610
PAI-00612,Data Network Project 612 - Sikkim,Ministry of Telecommunications,Department of Telecommunications,Telecom,Sikkim,Data Network,2023-11-29,2024-04-23,2028-05-23,2028-07-15,206.1,206.1,PAI26-100611,OCMS-2020-10611,PMG-50611
PAI-00613,Road Widening Project 613 - Haryana,Ministry of Road Transport & Highways,MoRTH,Roads,Haryana,Road Widening,2022-01-03,2022-05-20,2025-06-20,2025-07-24,150.0,157.2,PAI26-100612,OCMS-2021-10612,PMG-50612
PAI-00614,Electrification Project 614 - Punjab,Ministry of Railways,IRCON,Railways,Punjab,Electrification,2023-11-24,2024-07-20,2029-02-20,2029-06-01,150.0,165.48,PAI26-100613,OCMS-2022-10613,PMG-50613
PAI-00615,Generation Project 615 - Karnataka,Ministry of Power,NTPC,Power,Karnataka,Generation,2023-01-08,2023-07-16,2027-01-16,2027-02-16,150.0,161.82,PAI26-100614,OCMS-2023-10614,PMG-50614
PAI-00616,Inland Waterway Project 616 - Punjab,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Punjab,Inland Waterway,2022-04-06,2022-09-03,2026-06-03,2026-07-11,150.0,170.97,PAI26-100615,OCMS-2024-10615,PMG-50615
PAI-00617,Runway Project 617 - Odisha,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Odisha,Runway,2023-10-22,2024-05-17,2027-09-17,2028-03-22,545.37,668.9,PAI26-100616,OCMS-2018-10616,PMG-50616
PAI-00618,Tower Infrastructure Project 618 - Haryana,Ministry of Telecommunications,BSNL,Telecom,Haryana,Tower Infrastructure,2023-06-27,2024-03-06,2026-09-06,2026-11-28,150.0,172.19,PAI26-100617,OCMS-2019-10617,PMG-50617
PAI-00619,Expressway Project 619 - Uttar Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Uttar Pradesh,Expressway,2022-04-21,2022-11-23,2025-08-23,2025-09-05,198.91,212.72,PAI26-100618,OCMS-2020-10618,PMG-50618
PAI-00620,Rail Corridor Project 620 - Madhya Pradesh,Ministry of Railways,RVNL,Railways,Madhya Pradesh,Rail Corridor,2023-07-11,2023-12-07,2027-12-07,2027-12-24,150.0,150.0,PAI26-100619,OCMS-2021-10619,PMG-50619
PAI-00621,Transmission Project 621 - Madhya Pradesh,Ministry of Power,Power Grid Corporation,Power,Madhya Pradesh,Transmission,2023-12-11,2024-04-25,2028-09-25,2028-10-10,325.62,353.29,PAI26-100620,OCMS-2022-10620,PMG-50620
PAI-00622,Port Expansion Project 622 - Haryana,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Haryana,Port Expansion,2023-04-02,2024-01-06,2027-07-06,2027-07-26,150.0,150.0,PAI26-100621,OCMS-2023-10621,PMG-50621
PAI-00623,Airport Expansion Project 623 - West Bengal,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,West Bengal,Airport Expansion,2023-01-20,2023-07-16,2028-02-16,2028-05-03,157.26,157.26,PAI26-100622,OCMS-2024-10622,PMG-50622
PAI-00624,Data Network Project 624 - West Bengal,Ministry of Telecommunications,RailTel,Telecom,West Bengal,Data Network,2022-08-11,2022-10-22,2026-06-22,2027-03-26,255.15,365.72,PAI26-100623,OCMS-2018-10623,PMG-50623
PAI-00625,National Highway Project 625 - Jharkhand,Ministry of Road Transport & Highways,NHAI,Roads,Jharkhand,National Highway,2022-11-18,2023-04-16,2026-12-16,2027-02-25,150.0,160.12,PAI26-100624,OCMS-2019-10624,PMG-50624
PAI-00626,Station Redevelopment Project 626 - Bihar,Ministry of Railways,RVNL,Railways,Bihar,Station Redevelopment,2023-03-21,2023-07-15,2028-01-15,2028-04-07,179.63,200.45,PAI26-100625,OCMS-2020-10625,PMG-50625
PAI-00627,Transmission Project 627 - Andhra Pradesh,Ministry of Power,Power Grid Corporation,Power,Andhra Pradesh,Transmission,2022-09-17,2023-03-21,2026-10-21,2026-12-29,241.53,250.59,PAI26-100626,OCMS-2021-10626,PMG-50626
PAI-00628,Inland Waterway Project 628 - Madhya Pradesh,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Madhya Pradesh,Inland Waterway,2022-03-11,2022-08-24,2026-06-24,2026-08-13,328.06,362.56,PAI26-100627,OCMS-2022-10627,PMG-50627
PAI-00629,Air Navigation Project 629 - Kerala,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Kerala,Air Navigation,2022-08-06,2023-02-04,2025-05-04,2025-05-16,150.0,171.48,PAI26-100628,OCMS-2023-10628,PMG-50628
PAI-00630,5G Infrastructure Project 630 - Bihar,Ministry of Telecommunications,RailTel,Telecom,Bihar,5G Infrastructure,2022-05-28,2022-11-24,2026-02-24,2026-04-14,150.0,170.24,PAI26-100629,OCMS-2024-10629,PMG-50629
PAI-00631,Bridge Project 631 - Odisha,Ministry of Road Transport & Highways,MoRTH,Roads,Odisha,Bridge,2023-05-05,2023-09-22,2027-11-22,2027-11-22,150.0,157.65,PAI26-100630,OCMS-2018-10630,PMG-50630
PAI-00632,Electrification Project 632 - Odisha,Ministry of Railways,IRCON,Railways,Odisha,Electrification,2023-02-26,2023-06-02,2025-09-02,2025-09-02,150.0,162.86,PAI26-100631,OCMS-2019-10631,PMG-50631
PAI-00633,Grid Modernisation Project 633 - Uttar Pradesh,Ministry of Power,Power Grid Corporation,Power,Uttar Pradesh,Grid Modernisation,2022-04-21,2023-01-16,2027-06-16,2027-06-27,150.0,150.0,PAI26-100632,OCMS-2020-10632,PMG-50632
PAI-00634,Port Expansion Project 634 - Karnataka,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Karnataka,Port Expansion,2023-05-19,2023-11-20,2026-01-20,2026-04-09,150.0,174.65,PAI26-100633,OCMS-2021-10633,PMG-50633
PAI-00635,Terminal Project 635 - Haryana,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Haryana,Terminal,2022-02-17,2022-11-07,2026-07-07,2026-07-22,150.0,150.0,PAI26-100634,OCMS-2022-10634,PMG-50634
PAI-00636,Fiber Network Project 636 - Odisha,Ministry of Telecommunications,BSNL,Telecom,Odisha,Fiber Network,2022-08-12,2023-01-07,2027-08-07,2027-09-10,509.88,527.65,PAI26-100635,OCMS-2023-10635,PMG-50635
PAI-00637,Expressway Project 637 - Bihar,Ministry of Road Transport & Highways,MoRTH,Roads,Bihar,Expressway,2023-01-10,2023-10-28,2028-07-28,2029-03-16,221.11,297.8,PAI26-100636,OCMS-2024-10636,PMG-50636
PAI-00638,Bridge Project 638 - Bihar,Ministry of Railways,IRCON,Railways,Bihar,Bridge,2023-12-29,2024-06-16,2027-04-16,2027-05-31,193.28,215.03,PAI26-100637,OCMS-2018-10637,PMG-50637
PAI-00639,Substation Project 639 - West Bengal,Ministry of Power,NHPC,Power,West Bengal,Substation,2023-02-21,2023-12-16,2028-11-16,2028-12-04,254.81,261.98,PAI26-100638,OCMS-2019-10638,PMG-50638
PAI-00640,Port Expansion Project 640 - Gujarat,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Gujarat,Port Expansion,2022-09-29,2023-06-10,2026-09-10,2026-10-10,774.1,839.62,PAI26-100639,OCMS-2020-10639,PMG-50639
PAI-00641,Terminal Project 641 - West Bengal,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,West Bengal,Terminal,2023-11-05,2024-07-08,2027-09-08,2027-10-02,150.0,153.6,PAI26-100640,OCMS-2021-10640,PMG-50640
PAI-00642,Data Network Project 642 - Uttarakhand,Ministry of Telecommunications,Department of Telecommunications,Telecom,Uttarakhand,Data Network,2022-08-08,2023-06-03,2026-09-03,2026-09-03,154.59,174.28,PAI26-100641,OCMS-2022-10641,PMG-50641
PAI-00643,Bridge Project 643 - Chhattisgarh,Ministry of Road Transport & Highways,MoRTH,Roads,Chhattisgarh,Bridge,2022-09-21,2023-04-23,2026-08-23,2026-12-31,153.92,190.51,PAI26-100642,OCMS-2023-10642,PMG-50642
PAI-00644,Electrification Project 644 - Uttar Pradesh,Ministry of Railways,IRCON,Railways,Uttar Pradesh,Electrification,2023-08-15,2024-04-03,2029-02-03,2029-03-17,251.03,272.03,PAI26-100643,OCMS-2024-10643,PMG-50643
PAI-00645,Transmission Project 645 - Rajasthan,Ministry of Power,Power Grid Corporation,Power,Rajasthan,Transmission,2022-01-01,2022-04-03,2026-10-03,2026-12-28,302.05,315.61,PAI26-100644,OCMS-2018-10644,PMG-50644
PAI-00646,Inland Waterway Project 646 - Karnataka,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Karnataka,Inland Waterway,2022-05-20,2022-08-28,2026-09-28,2026-09-28,158.53,158.53,PAI26-100645,OCMS-2019-10645,PMG-50645
PAI-00647,Airport Expansion Project 647 - Tamil Nadu,Ministry of Civil Aviation,AAI,Civil Aviation,Tamil Nadu,Airport Expansion,2023-04-23,2024-01-29,2026-05-29,2026-07-26,150.0,181.06,PAI26-100646,OCMS-2020-10646,PMG-50646
PAI-00648,Data Network Project 648 - Telangana,Ministry of Telecommunications,Department of Telecommunications,Telecom,Telangana,Data Network,2023-06-13,2024-02-03,2028-09-03,2028-11-15,150.0,168.17,PAI26-100647,OCMS-2021-10647,PMG-50647
PAI-00649,Expressway Project 649 - Madhya Pradesh,Ministry of Road Transport & Highways,NHIDCL,Roads,Madhya Pradesh,Expressway,2023-01-27,2023-08-09,2028-02-09,2028-06-26,270.48,321.08,PAI26-100648,OCMS-2022-10648,PMG-50648
PAI-00650,Station Redevelopment Project 650 - Punjab,Ministry of Railways,IRCON,Railways,Punjab,Station Redevelopment,2023-05-24,2024-01-21,2028-06-21,2028-08-24,201.5,210.41,PAI26-100649,OCMS-2023-10649,PMG-50649
PAI-00651,Grid Modernisation Project 651 - Tamil Nadu,Ministry of Power,NHPC,Power,Tamil Nadu,Grid Modernisation,2022-03-02,2022-09-22,2026-03-22,2026-06-03,328.48,358.23,PAI26-100650,OCMS-2024-10650,PMG-50650
PAI-00652,Dredging Project 652 - Karnataka,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Karnataka,Dredging,2023-10-12,2024-03-10,2028-10-10,2028-10-10,150.0,160.67,PAI26-100651,OCMS-2018-10651,PMG-50651
PAI-00653,Runway Project 653 - Uttarakhand,Ministry of Civil Aviation,AAI,Civil Aviation,Uttarakhand,Runway,2022-01-13,2022-08-06,2026-05-06,2026-09-25,150.41,187.42,PAI26-100652,OCMS-2019-10652,PMG-50652
PAI-00654,Data Network Project 654 - Sikkim,Ministry of Telecommunications,RailTel,Telecom,Sikkim,Data Network,2022-02-05,2022-10-10,2027-10-10,2027-10-10,189.25,189.25,PAI26-100653,OCMS-2020-10653,PMG-50653
PAI-00655,National Highway Project 655 - Rajasthan,Ministry of Road Transport & Highways,MoRTH,Roads,Rajasthan,National Highway,2022-12-27,2023-02-27,2027-01-27,2027-04-20,150.0,171.82,PAI26-100654,OCMS-2021-10654,PMG-50654
PAI-00656,Station Redevelopment Project 656 - Tamil Nadu,Ministry of Railways,Indian Railways,Railways,Tamil Nadu,Station Redevelopment,2022-01-28,2022-04-11,2025-12-11,2026-02-17,812.6,878.21,PAI26-100655,OCMS-2022-10655,PMG-50655
PAI-00657,Substation Project 657 - Karnataka,Ministry of Power,NHPC,Power,Karnataka,Substation,2022-08-05,2022-10-12,2026-12-12,2027-01-20,150.0,151.08,PAI26-100656,OCMS-2023-10656,PMG-50656
PAI-00658,Port Expansion Project 658 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Andhra Pradesh,Port Expansion,2022-04-27,2022-12-26,2025-10-26,2025-10-26,628.58,639.71,PAI26-100657,OCMS-2024-10657,PMG-50657
PAI-00659,Air Navigation Project 659 - Maharashtra,Ministry of Civil Aviation,AAI,Civil Aviation,Maharashtra,Air Navigation,2023-07-10,2024-04-20,2026-08-20,2026-09-06,242.02,257.83,PAI26-100658,OCMS-2018-10658,PMG-50658
PAI-00660,Fiber Network Project 660 - Telangana,Ministry of Telecommunications,RailTel,Telecom,Telangana,Fiber Network,2023-04-30,2023-11-16,2028-11-16,2029-01-15,174.15,179.5,PAI26-100659,OCMS-2019-10659,PMG-50659
PAI-00661,National Highway Project 661 - Madhya Pradesh,Ministry of Road Transport & Highways,NHIDCL,Roads,Madhya Pradesh,National Highway,2023-06-23,2023-12-13,2026-04-13,2026-04-25,150.0,159.4,PAI26-100660,OCMS-2020-10660,PMG-50660
PAI-00662,Bridge Project 662 - Odisha,Ministry of Railways,RVNL,Railways,Odisha,Bridge,2022-07-07,2023-01-29,2025-02-28,2025-05-07,559.13,578.56,PAI26-100661,OCMS-2021-10661,PMG-50661
PAI-00663,Grid Modernisation Project 663 - Assam,Ministry of Power,Power Grid Corporation,Power,Assam,Grid Modernisation,2022-03-17,2022-11-25,2026-01-25,2026-03-06,150.0,166.45,PAI26-100662,OCMS-2022-10662,PMG-50662
PAI-00664,Port Expansion Project 664 - Odisha,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Odisha,Port Expansion,2022-09-17,2023-04-27,2027-05-27,2027-07-22,150.0,150.0,PAI26-100663,OCMS-2023-10663,PMG-50663
